Product Name,Category,Type,Description,Condition,Place Name,Region,Geo Position,ICBM,Post ID,Posted Date,Label,ID,Actual Class,
"2023 Bose 5.2 Home Theater Soundbar, Dual Glass Subs, Surround w/Stand",Electronics,NonTV,"This is a recently purchased, great condition, BOSE home theater. It is 5.2, dual subs. Each component generally sells for ~$700 so Soundbar, Subwoofers x2, Surround Speakers x2 w/Bose Stands.",Not specified,Indianapolis,US-IN,39.847100;-85.974100,"39.847100, -85.974100",7682464778,2023-10-30T21:34:03-0400,Craigslist,218,1,
"Apple Watch Ultra GPS & Cellular 49mm Titanium Orange Alpine Loop, BOX",Electronics,NonTV,"In great condition with original box, charger, all original w/Orange band.

This watch is significantly bigger with a several-day long battery, made for the harshest of environments. Complete overkill for my uses in an office environment since I won't use any the amazing features.

No trades, pricing is firm.",Not specified,Indianapolis,US-IN,39.847100;-85.974100,"39.847100, -85.974100",7682464465,2023-10-30T21:32:22-0400,Craigslist,219,0,
"Apple TV 4K w/Remote, Mint Condition",Electronics,TV,"I have several of them, and am selling this one in the guest bedroom. Flawless condition, plug and play. Will reset to factory.",Not specified,Indianapolis,US-IN,39.847100;-85.974100,"39.847100, -85.974100",7682465793,2023-10-30T21:39:12-0400,Craigslist,220,1,
Nintendo 3DS XL NES Special Edition,Electronics,NonTV,"Mint flawless condition, will be factory reset and can bring a game to test. Adult owned, and rarely played. No trades, price is firm. Selling as I bought a new Zelda Switch.

This is not only a 3DS, but a special collectors edition.",Not specified,Indianapolis,US-IN,39.847100;-85.974100,"39.847100, -85.974100",7682464259,2023-10-30T21:31:19-0400,Craigslist,221,0,
Vaas Portable USB Laptop Soundbar 10W (Like New),Electronics,NonTV,"Used this with my laptop on occasion when listening to music.
Got rid of laptop so I no longer need this.

Model: VAUSBLS1

Plug N Play. No software needed.

Probably tripled sound coming out of my laptop. If nothing else, the sound travels forward which is a vast improvement in itself.

Good, inexpensive way to get louder sound from a laptop.

If listing is still active, I still have it. I delete listings upon sale.
If interested, please call provided number. Do not text; number is a landline number.

I will not respond to emails. Please call if interested.
I will not respond to emails. Please call if interested.",Not specified,greenwood,US-IN,39.595439;-86.165155,"39.595439, -86.165155",7691706096,2023-11-27T07:40:42-0500,Craigslist,222,0,
Orion Cobalt CS12 400watt Subwoofer,Electronics,NonTV,"Working Orion Cobalt CS12 400watt Subwoofer. No box

Located on the westside Indianapolis in the Mann Rd and Kentucky ave area.",Not specified,Indianapolis,US-IN,39.714250;-86.238041,"39.714250, -86.238041",7681944784,2023-10-29T12:42:28-0400,Craigslist,223,0,
15 Inch Subwoofers,Electronics,NonTV,Two 15 inch Rockford Fosgate Subwoofers in sealed boxes the model number is P2D415 the box is 16Hx18Wx15.5D I purchased everything new a few months ago $200 each no trades,like new,Indianapolis,US-IN,39.775000;-86.109300,"39.775000, -86.109300",7691666265,2023-11-26T23:47:51-0500,Craigslist,224,0,
Subwoofer Box,Electronics,NonTV,Brand new 12 inch sealed subwoofer box $40.00 dollars,new,Indianapolis,US-IN,39.775000;-86.109300,"39.775000, -86.109300",7691666152,2023-11-26T23:47:07-0500,Craigslist,225,0,
RCA 25” CRT Model# F25261 Tube Television Tested and Working,Electronics,NonTV,Pristine 25” RCA television. Powers on and working (model # F25261),excellent,Indianapolis,US-IN,39.709900;-86.127200,"39.709900, -86.127200",7691656036,2023-11-26T22:38:18-0500,Craigslist,226,1,
projector screeen,Electronics,NonTV,"Pull down projector screen
Great condition",Not specified,Indianapolis,US-IN,39.762000;-86.148400,"39.762000, -86.148400",7691608571,2023-11-26T18:57:50-0500,Craigslist,227,0,
Hoffman 20x20x8 NEMA 12 Enclosure,Electronics,NonTV,"Hoffman NEMA 12 - 20"" x 20"" x 8"" hinged box with backplate.",Not specified,Brownsburg,US-IN,39.868220;-86.406956,"39.868220, -86.406956",7691528925,2023-11-26T14:48:08-0500,Craigslist,228,0,
New headphones!,Electronics,NonTV,New headphones in box! Steel series!,new,Indianapolis,US-IN,39.772000;-86.153500,"39.772000, -86.153500",7691496192,2023-11-26T13:19:15-0500,Craigslist,229,0,
Airpods 2 gen,Electronics,NonTV,They really good,excellent,Indianapolis,US-IN,39.823000;-86.130000,"39.823000, -86.130000",7689078408,2023-11-18T15:19:53-0500,Craigslist,230,0,
Smart watch,Electronics,NonTV,"4.0, fit pro app compatible with iOS/android, sport, message, alarm, clock, blood out, sheen levels, heart rate, sleep, management, date and time.",new,Beech Grove,US-IN,39.719000;-86.083000,"39.719000, -86.083000",7691437962,2023-11-26T10:35:47-0500,Craigslist,231,0,
Tattoo Machine & Kit,Electronics,NonTV,"Coil gun with needles, rubberbands, armature bar bands, ink, power box, power chord, prongs, disposable tips, tattoo goo -needs peddle. OBO",like new,Columbus,US-IN,39.202000;-85.921000,"39.202000, -85.921000",7691396112,2023-11-26T07:00:03-0500,Craigslist,232,0,
ILive Platinum,Electronics,NonTV,"Amazon Alexa speaker with aux, wifi and Bluetooth mode.",Not specified,Columbus,US-IN,39.202000;-85.921000,"39.202000, -85.921000",7691395764,2023-11-26T06:56:25-0500,Craigslist,233,0,
magic cards,Electronics,NonTV,Big box magic cards $25 obo,excellent,Indianapolis,US-IN,39.762500;-86.244200,"39.762500, -86.244200",7691357293,2023-11-25T22:27:07-0500,Craigslist,234,0,
24ft rope light,Electronics,NonTV,For porch canopy whatever waterproof 24ft long unopened box $35,new,Indianapolis,US-IN,39.762500;-86.244200,"39.762500, -86.244200",7691357017,2023-11-25T22:25:17-0500,Craigslist,235,0,
Galaxy Tab A 2017,Electronics,NonTV,Includes Bluetooth keyboard case. Tablet has 32gb with the option of SD card. Charges with USB-C. Charger not included. Screen is about 8” in size.,good,Avon,US-IN,39.756700;-86.460000,"39.756700, -86.460000",7691253743,2023-11-25T15:34:19-0500,Craigslist,236,0,
ALPINE! Amplifiers! Subwoofers! Speakers!,Electronics,NonTV,"Introducing Alpine at Treasure Point Audio

Stop By-206 Marine Drive Anderson, IN 46016/ Give Us a Call-(765)643-5822/Text-(765)607-8787/Online-TreasurePointOnline.com

Come In Today and Check out All of Our NEW ALPINE products!!! AMPLIFIERS! SUBWOOFERS! SPEAKERS! RADIOS!

($49 Price is 6.5"" Speakers ""first picture"" Stop By or Contact Store for details and prices)

Alpine understands the importance of bass for the car audio enthusiast while keeping it budget-friendly at the same time.

Take great music wherever you go with Alpine.

Alpine is one of the world's largest manufacturers of premium car audio, navigation, and information systems. This strict policy protects you, our valued customer, and Alpine's unparalleled reputation for quality and service excellence.

Alpine strives to answer the demands of consumers and automakers for high-quality, competitively priced products. The company utilizes leading edge, digital technology in pursuit of excellence in sound reproduction. With the vision of combining music, visual images and information, Alpine's Mobile Multimedia systems exceed concept expectations for a new kind of driving experience for the next century.

Use an Alpine car amplifier when you need more power for crystal-clear audio. These amplifiers come in many sizes to make sure your speakers and subwoofer have enough watts to function as designed. You can get a mono Class D amplifier for low-end juice, a 4-channel car amplifier to run full-range speakers and many other styles. Come to Treasure Point to find the perfect amp for your music.

Alpine Car amplifiers send powerful signals to car speakers & subwoofers and reduce distortion so you can crank up the volume and drown out road!

Alpine is proud to announce the introduction of the new R-Series Subwoofer lineup that is built off the highly esteemed Type R platform. With select key design and build improvements, the R-Series Subwoofer is able to output more of that deep bass extension and control that the Type-R is known for.

The new R-Series subwoofers take a great platform to the next level. Although the R-Series subwoofers are new for 2017, they actually come from an impressive Alpine lineage – the Type-R subwoofers.

Type-R subwoofers have been known for their power handling, clean output and deep bass excursion at a mid-line price. Using the highly successful Type-R subwoofers as a foundation, we applied various performance and hardware improvements to the design, essentially transforming them into the new R-Series subwoofers – The Next Evolution of Proven Performance.

Stop by Today and Check Out our Wide Selection of Car Audio products!!



Treasure Point
206 Marine Drive
Anderson, IN 46016
Open: Monday-Saturday 11-5
Call:(765)643-5822
Text:(765)607-8787
Visit Us Online: TreasurePointOnline.com

Sub sub! sub, sub? sub. Subwoofer Subwoofer. Subwoofer, Subwoofer! Subwoofer. Subs Subs. Subs! Subs? Subs/ #Sub! #Sub. # Woofer Woofer, Woofer. #Amp #Amplifier #Amps #Amps. #Amp! Amps! #Speaker #Speakers #CarAudio #Music #LoudMusic #6.5"" #6x9"" #15"" #12"" #10"" touchscreen screen Bluetooth AndroidAudo Android Auto AppleCarPlay, Apple Car Play Speaker Speaker! Speaker? Speaker. Speakers Speakers! Speakers? Speakers. Stereo Stereo! stereos radio radios carstereo car stereo car radio carradio cdplayer cd player",new,Anderson,US-IN,40.087253;-85.682546,"40.087253, -85.682546",7691202466,2023-11-25T13:27:20-0500,Craigslist,237,1,
Memorex Speaker+Case,Electronics,NonTV,These speakers work with any aux device and only some older version iPhones (Android works completely fine). They can controlled through the speaker it self. They are NOT Bluetooth $5 each. There are 4,new,Plainfield,US-IN,39.693100;-86.374000,"39.693100, -86.374000",7691150772,2023-11-25T11:25:20-0500,Craigslist,238,1,
Denon receiver with remote,Electronics,NonTV,Denon receiver with remote - works great!,good,Indianapolis,US-IN,39.868200;-86.212300,"39.868200, -86.212300",7691145578,2023-11-25T11:11:30-0500,Craigslist,239,1,
Theater set up epson projector and 110” screen,Electronics,NonTV,Have a nice epson projector. 110” fixed screen. Mount for projector. Very adjustable. 50’ installbay fiber optic hdmi cable. $300 cable. Two definitive technology bp-6’s for fronts. Dipole def tech rears. Two passive subs running off a subwoofer amp Sony es 1000 receiver. Option in ceiling rears if you can use them. Center is a very high end lcr sound bar. Wired for all three as center. It’s a Leon speaker. $2500 on its own. This is a very decent set up for the price. Install can be helped as I was an installer for twenty years. This is a complete set up all you need is your video source.,like new,Indianapolis,US-IN,39.808600;-86.209500,"39.808600, -86.209500",7691127590,2023-11-25T10:21:06-0500,Craigslist,240,0,
LED post lights,Electronics,NonTV,"I have three led post lights. 100.00 each or 250.00 for all three. Gardens, drive or parking lot. Brand new in the box. I opened one to take pictures only. The lights are bronze. Total inside diameter is 3.75 inches. Model # LED-PST-3P75-TRI-BZ-UNV",new,Noblesville,US-IN,40.056300;-86.016300,"40.056300, -86.016300",7691112639,2023-11-25T09:34:01-0500,Craigslist,241,0,
Wilson WATT/Puppy,Electronics,NonTV,"Wilson WATT/Puppy Original version, brought back to their original glory. THE classic audiophile speaker. Droves of audiophiles gladly paid $10,000 in 1990 dollars (about twice that in 2023 dollars) when they first came out. Wilson has over the years issued refinements on the original, culminating in version 8, at $27,900. Most of the older ones that you see now are downright ugly, but not these. When I acquired them a few years back they were in, um, used condition, if you will. But the original owner had never removed the protective plastic covering most of the WATTs. That's the reason most of the piano black looks new. All the drivers, crossover, wiring, filling, etc. is original. I covered the front of the WATT (the upper part) with thick felt, leaving room only for the drivers. Even the tweeter plate is covered up to the inverted dome itself. Grilles are custom made and are magnetically attached. Felt is also on the grille frame of the WATT. Rarely do you ever see these on CL, and when you do they are ugly projects. Not these. $3000. Please include PHONE NUMBER in response. Responses without one are not answered. I will text you back.",Not specified,Springfield,US-IN,39.951524;-83.805370,"39.951524, -83.805370",7682739029,2023-10-31T17:20:44-0400,Craigslist,242,0,
iPhone 11 64 GB Pro Max ~ Apple Care purchased w phone ~ Estate,Electronics,NonTV,Silver iPhone Pro Max 11 64 GB for sale to settle Estate. Unlocked i.e. No SIM card Restrictions. Protected by Apple Care when purchased. Local Pick up. $350 Price is firm. Cash Only ~~ No $100 bills.,like new,Noblesville,US-IN,40.056300;-86.016300,"40.056300, -86.016300",7691067901,2023-11-25T02:53:56-0500,Craigslist,243,0,
Apple Pencil 2nd generation,Electronics,NonTV,Apple pencil 2nd generation white,new,beech grove,US-IN,39.700575;-86.091952,"39.700575, -86.091952",7690974722,2023-11-24T17:32:22-0500,Craigslist,244,0,
Commercial outdoor lighting Sconces-(7) BRAND NEW!,Electronics,NonTV,"7 new LEOTEK’s Eseta™ Outdoor LED Wall Sconces. BRAND NEW! In the box!

Sconces come in original packaging with directions.

Length: 16.8 inches
Width: 12.1 inches
Height: 5.4 inches

$300.00 per Sconce
$2000.00 for all 7

Available for pick up in Plainfield, Indiana",new,Plainfield,US-IN,39.689300;-86.391900,"39.689300, -86.391900",7685903906,2023-11-09T14:56:12-0500,Craigslist,245,0,
Bonsai cd paper shredder,Electronics,NonTV,Brand new shredder great for the office shreds eight sheets at a time as well as credit cards DVDs,new,Indianapolis,US-IN,39.675700;-86.148900,"39.675700, -86.148900",7690857848,2023-11-24T12:33:31-0500,Craigslist,246,0,
New Retro radio turntable cd tape,Electronics,NonTV,All in one retro,new,Carmel,US-IN,39.974400;-86.082900,"39.974400, -86.082900",7690786219,2023-11-24T09:20:47-0500,Craigslist,247,0,
Bose am fm radio clock multi disc. Cd changer,Electronics,NonTV,Bose am fm clock radio and multi disc CD player,like new,Fishers,US-IN,39.943278;-86.008873,"39.943278, -86.008873",7690785685,2023-11-24T09:18:44-0500,Craigslist,248,0,
New Retro radio turntable cd tape,Electronics,NonTV,All in one retro,new,Carmel,US-IN,39.974400;-86.082900,"39.974400, -86.082900",7690784892,2023-11-24T09:15:33-0500,Craigslist,249,0,
"12"" Kicker CompR",Electronics,NonTV,"12"" Kicker CompR in Kicker Box. Only used for 2 weeks",like new,Indianapolis,US-IN,39.709600;-86.261400,"39.709600, -86.261400",7690745706,2023-11-24T02:39:28-0500,Craigslist,250,0,
Google Nest Cam with Floodlight - Open Box Never used,Electronics,NonTV,"Recommended Uses For Product Outdoor Security
Brand : Google
Model Name Nest Cam with Floodlight
Connectivity Technology Wireless
Special Feature HD Resolution,Night Vision,Motion Sensor",new,Greenwood,US-IN,39.596000;-86.130900,"39.596000, -86.130900",7690700313,2023-11-23T19:23:32-0500,Craigslist,251,0,
Speakers.,Electronics,NonTV,Come see me. At the basement bargain center. Tell them Rico Sent you,Not specified,Indianapolis,US-IN,39.678900;-86.130200,"39.678900, -86.130200",7680872000,2023-10-26T09:24:52-0400,Craigslist,252,1,
Logitech G502 SE,Electronics,NonTV,Logitech G502 SE. Comes with box and all the weights with it. Light wear marks but still works.,Not specified,Shelbyville,US-IN,39.526200;-85.764200,"39.526200, -85.764200",7690665128,2023-11-23T16:03:16-0500,Craigslist,253,0,
TCL 55 inch TV,Electronics,TV,"TCL 55 inch TV
Purchased in 2017
Works well
On peacock streaming, gets faint line down middle
Depending on display setting’s occasionally gets flickering black on left half of screen
This has been remedied by changing color/brightness

See picture for peacock images as of 9/16/2023",fair,Brownsburg,US-IN,39.846600;-86.386900,"39.846600, -86.386900",7690615298,2023-11-23T12:37:35-0500,Craigslist,254,1,
Rega Apollo CD Player,Electronics,NonTV,"Great example of the first generation Apollo. Hardly a mark on it. Has original box, packaging, manual, power cord, remote. Was my personal player until it started an intermittent problem. It's playing again now, but I predict it will at some point stop playing and the display get confused. Priced accordingly. The U.S. arm of Rega has plenty of parts available and could do the service, too. (The Sound Organisation 1009 Oakmead Drive Arlington, TX 76011 show contact info )",excellent,Indianapolis,US-IN,39.941600;-86.115700,"39.941600, -86.115700",7690601462,2023-11-23T11:49:21-0500,Craigslist,255,1,
CD LP Record Vinyl Albums and 45 Sale - Sunday 11/26/2023,Electronics,NonTV,"Sunday, 11/26/2023 from 10a - 3p

Looking for Record Albums, CDs, 45s and Stereo Equipment? Come out to the Biggest, and Best convention in Indiana. Thousands of LPs - 45s - CDs - DVDs - Live Shows - Imports - Memorabilia - Posters - Christmas music - Collectibles - Music Equipment - Turntables - Speakers - Amps. Vendors from Virginia, New Jersey, Chicago, Ohio, Tennessee and all over Indiana come out for one day to buy, sell and trade their collections. Cash is king at these things so make sure to stop off at the ATM but most dealers except cards, Paypal, Venmo, Cash App, etc.

General Admission starts at 10 AM and is $2. This will get you a chance at a door prize. Allow yourself time to look at over 80 tables of records, cds and more that you would never find in a store.
Early Birds start at 8a for $10. For serious collectors looking for the rare and deals.
kids under 16 get in free all day.
Where: Northside Knights Of Columbus - 2100 E. 71st ST. Indy 46220

One Day Only!

Check out our FB and Instagram pages to see what killer stuff the vendors are bringing. Like us on Facebook to keep up with future shows: Crossroadsmusicshow https://www.facebook.com/events/654110751760593/

Hope to See you there!",like new,Indianapolis,US-IN,39.883197;-86.123720,"39.883197, -86.123720",7690564748,2023-11-23T09:16:54-0500,Craigslist,256,1,
New Jinko Solar Tiger Pro 72HC-TV JKM535M-72HL4-TV 535W Mono 535 Watt,Electronics,TV,"""I have new Jinko Solar 535W solar panels available for a limited time. These were purchased for a project, but never deployed. Buy with confidence as they're backed by our 1 year warranty—with an extended 5-year warranty for an additional fee (the Jinko Solar warranty doesn't transfer). My price is only $235.00 each. Located in Yuma, AZ. I'd be happy to quote shipping if you provide address type (commercial or residential) & address zip code.

Manufacturer: Jinko Solar
Model Series: Tiger Pro 72HC-TV
Model Number: JKM535M-72HL4-TV
Wattage (Pmax): 535W
Voltage (Voc): 49.42V
Amperage (Isc): 13.79A
Dimensions: 89.53” x 44.65” x 1.38”
Weight: 63.71 lbs.

Message me, and let's put a deal together.

Solar Steals is the premier distributor of new, overstocked, and recertified solar equipment. We're wholesale suppliers with warehouses across the US, and stock solar panels, inverters, batteries, and more. We help you save up to 90% off equipment costs—grab your Steal of a Deal today.""

Keywords:
lights,solar installation,solar pump,advantages panels,best panels home,solar sources,solar battery,hydropower,solar work,what battery energy,solar fan,sun sale,sources inverter,solar panels,off price,solar plant,solar panels,photovoltaic solar,energy solar of solar system energy,alternative panel systems,solar solar farm,what panels turbine,solar energy pump,solar do calculator,solar cooker,canadian pool energy,energy advantages panels energy,solar kits,solar and is home,alternative panel energy,pv work,solar solar shingles,how power,solar systems,alternative news,how system,solar energy,solar installation,solar energy,sunpower,solar energy,solar solar panels,csp,windmill,renewable energy solar energy,sustainable of pv,solar of resources,renewable resources,solar cell,green heater,solar tiles,energy heater,solar for of shop,diy panels,disadvantages lighting,solar power system,solar,solar sources,solar energy,photovoltaic,wind water solar sources,biomass solar panel heater,solar solar charger,wind your powered power,free light,solar energy,small generator,photovoltaic powered solar power energy efficiency,hydroelectric panels,solar power charger,solar city,solar disadvantages,renewable panel cells,solar system,portable of for lights,solar sources energy,wind panels,cost energy,renewable sources panels is renewable panel outdoor panel power,gosolar,solar companies,solar efficiency,solar energy cost,panel roof street panel water manufacturers,sun solar tracker solar energy,solar resources,clean roof,solar grid,solar panels,solar generator,flexible for energy,solar energy,outdoor lights,solar energy,solar solar,renewable solar of",new,indianapolis,US-IN,0.000000;0.000000,"0.000000, 0.000000",7690458832,2023-11-22T18:30:37-0500,Craigslist,257,1,
OttLite sanitizing desk lamp,Electronics,NonTV,"New OttLite Wellness sanitizing desk lamp. Has 3 light modes (ClearSun, ClearSun + SpectraClean and SpectraClean only). SpectraClean mode cleans and sanitizes your work space. Also has calendar, clock, alarm and charges your phone. Call or text show contact info
.",Not specified,Indianapolis,US-IN,39.823541;-86.275806,"39.823541, -86.275806",7690443407,2023-11-22T17:34:52-0500,Craigslist,258,0,
Nook color tablet,Electronics,NonTV,"Nook color tablet in nice condition. Comes with tablet, hard case, soft case, book, charging cords and manuals. Call or text show contact info
.",Not specified,Indianapolis,US-IN,39.823804;-86.275120,"39.823804, -86.275120",7690441097,2023-11-22T17:27:31-0500,Craigslist,259,0,
Westinghouse 50” LED HDTV,Electronics,TV,"Westinghouse 50” LED HDTV. Comes with wall hanging brackets. Works perfectly and has a great display. It does not have a remote. Has 3 HDMI inputs, RCA inputs, headphone jack, VGA, and more.",like new,Indianapolis,US-IN,39.911400;-86.183800,"39.911400, -86.183800",7685591049,2023-11-08T17:07:52-0500,Craigslist,260,1,
Element 32” LCD TV,Electronics,TV,"Element 32”LCD TV with wall mount brackets. No remote. Works perfect with 3 HDMI inputs, RCA input, and more. Have 2 of these available.",like new,Indianapolis,US-IN,39.912200;-86.183700,"39.912200, -86.183700",7685589452,2023-11-08T17:04:00-0500,Craigslist,261,1,
14x New Jinko Solar Tiger Pro 72HC-TV JKM535M-72HL4-TV 535W Mono 535 W,Electronics,TV,"I have pallets of 14 new Jinko Solar 535W solar panels available for a limited time. These were purchased for a project, but never deployed. Buy with confidence as they're backed by our 1 year warranty—with an extended 5-year warranty for an additional fee (the Jinko Solar warranty doesn't transfer). My price is only $3290 with free freight shipping. Located in Yuma, AZ. I'd be happy to quote shipping if you provide address type (commercial or residential) & address zip code.

Quantity: 14
Manufacturer: Jinko Solar
Model Series: Tiger Pro 72HC-TV
Model Number: JKM535M-72HL4-TV
Wattage (Pmax): 535W
Voltage (Voc): 49.42V
Amperage (Isc): 13.79A
Dimensions: 89.53” x 44.65” x 1.38”
Weight: 63.71 lbs.

This solar package is ideal for covering the energy needs of an average-sized home. The system provides 7,490 watts of DC (direct current) power, which can produce an estimated 449 to 1,572 kilowatt-hours (kWh) of energy each month. The output may provide near-constant energy for smaller homes, and is more than enough to significantly reduce energy bills for half the homes in the US.

Message me, and let's put a deal together.

Solar Steals is the premier distributor of new, overstocked, and recertified solar equipment. We're wholesale suppliers with warehouses across the US, and stock solar panels, inverters, batteries, and more. We help you save up to 90% off equipment costs—grab your Steal of a Deal today.

Keywords:
lights,solar installation,solar pump,advantages panels,best panels home,solar sources,solar battery,hydropower,solar work,what battery energy,solar fan,sun sale,sources inverter,solar panels,off price,solar plant,solar panels,photovoltaic solar,energy solar of solar system energy,alternative panel systems,solar solar farm,what panels turbine,solar energy pump,solar do calculator,solar cooker,canadian pool energy,energy advantages panels energy,solar kits,solar and is home,alternative panel energy,pv work,solar solar shingles,how power,solar systems,alternative news,how system,solar energy,solar installation,solar energy,sunpower,solar energy,solar solar panels,csp,windmill,renewable energy solar energy,sustainable of pv,solar of resources,renewable resources,solar cell,green heater,solar tiles,energy heater,solar for of shop,diy panels,disadvantages lighting,solar power system,solar,solar sources,solar energy,photovoltaic,wind water solar sources,biomass solar panel heater,solar solar charger,wind your powered power,free light,solar energy,small generator,photovoltaic powered solar power energy efficiency,hydroelectric panels,solar power charger,solar city,solar disadvantages,renewable panel cells,solar system,portable of for lights,solar sources energy,wind panels,cost energy,renewable sources panels is renewable panel outdoor panel power,gosolar,solar companies,solar efficiency,solar energy cost,panel roof street panel water manufacturers,sun solar tracker solar energy,solar resources,clean roof,solar grid,solar panels,solar generator,flexible for energy,solar energy,outdoor lights,solar energy,solar solar,renewable solar of",new,indianapolis,US-IN,0.000000;0.000000,"0.000000, 0.000000",7690422585,2023-11-22T16:30:47-0500,Craigslist,262,1,
Subwoofer,Electronics,NonTV,"Acoustic audio 10"" subwoofer",like new,Noblesville,US-IN,40.056300;-86.016300,"40.056300, -86.016300",7690386847,2023-11-22T14:54:31-0500,Craigslist,263,0,
27x New Jinko Solar Tiger Pro 72HC-TV JKM535M-72HL4-TV 535W Mono 535 W,Electronics,TV,"I have pallets of 27 new Jinko Solar 535W solar panels available for a limited time. These were purchased for a project, but never deployed. Buy with confidence as they're backed by our 1 year warranty—with an extended 5-year warranty for an additional fee (the Jinko Solar warranty doesn't transfer). My price is only $6345 with free freight shipping. Located in Yuma, AZ. I'd be happy to quote shipping if you provide address type (commercial or residential) & address zip code.

Quantity: 27
Manufacturer: Jinko Solar
Model Series: Tiger Pro 72HC-TV
Model Number: JKM535M-72HL4-TV
Wattage (Pmax): 535W
Voltage (Voc): 49.42V
Amperage (Isc): 13.79A
Dimensions: 89.53” x 44.65” x 1.38”
Weight: 63.71 lbs.

This solar package is ideal for covering the energy needs of a large home or farm. The system provides 14,445 watts of DC (direct current) power, which can produce an estimated 866 to 3,033 kilowatt-hours (kWh) of energy each month. The output may provide near-constant energy for larger homes, and is more than enough to eliminate energy bills for most homes in the US.

Message me, and let's put a deal together.

Solar Steals is the premier distributor of new, overstocked, and recertified solar equipment. We're wholesale suppliers with warehouses across the US, and stock solar panels, inverters, batteries, and more. We help you save up to 90% off equipment costs—grab your Steal of a Deal today

Keywords:
lights,solar installation,solar pump,advantages panels,best panels home,solar sources,solar battery,hydropower,solar work,what battery energy,solar fan,sun sale,sources inverter,solar panels,off price,solar plant,solar panels,photovoltaic solar,energy solar of solar system energy,alternative panel systems,solar solar farm,what panels turbine,solar energy pump,solar do calculator,solar cooker,canadian pool energy,energy advantages panels energy,solar kits,solar and is home,alternative panel energy,pv work,solar solar shingles,how power,solar systems,alternative news,how system,solar energy,solar installation,solar energy,sunpower,solar energy,solar solar panels,csp,windmill,renewable energy solar energy,sustainable of pv,solar of resources,renewable resources,solar cell,green heater,solar tiles,energy heater,solar for of shop,diy panels,disadvantages lighting,solar power system,solar,solar sources,solar energy,photovoltaic,wind water solar sources,biomass solar panel heater,solar solar charger,wind your powered power,free light,solar energy,small generator,photovoltaic powered solar power energy efficiency,hydroelectric panels,solar power charger,solar city,solar disadvantages,renewable panel cells,solar system,portable of for lights,solar sources energy,wind panels,cost energy,renewable sources panels is renewable panel outdoor panel power,gosolar,solar companies,solar efficiency,solar energy cost,panel roof street panel water manufacturers,sun solar tracker solar energy,solar resources,clean roof,solar grid,solar panels,solar generator,flexible for energy,solar energy,outdoor lights,solar energy,solar solar,renewable solar of",new,indianapolis,US-IN,0.000000;0.000000,"0.000000, 0.000000",7690377323,2023-11-22T14:30:37-0500,Craigslist,264,1,
Airpods Pro,Electronics,NonTV,AirPods Pro authentic I don’t want them anymore because I upgrade to the Pro 2 version,excellent,Indianapolis,US-IN,39.828700;-86.256200,"39.828700, -86.256200",7690319034,2023-11-22T12:13:02-0500,Craigslist,265,0,
TiVO Bolt + Lifetime Service,Electronics,NonTV,"TiVO Bolt 1TB with Lifetime Service
Box, remote, manuals, works great. Reset to factory settings.

$200

Sold AS is / Cash only, no trades",like new,Indianapolis,US-IN,39.743000;-86.117900,"39.743000, -86.117900",7681027043,2023-10-26T15:37:17-0400,Craigslist,266,0,
Bang & Olufsen Cabinet Parts - ULTRA RARE,Electronics,NonTV,"Bang & Olufsen Cabinet Parts

Aluminum door panels, including 1 panel with the Bang & Olufsen logo
Original B&O Spring loaded cabinet hinges

Pictures to come.

$500 cash, no trades
+$25 to deliver within 100 miles of the Indianapolis area",like new,Indianapolis,US-IN,39.743000;-86.117900,"39.743000, -86.117900",7681004597,2023-10-26T14:44:57-0400,Craigslist,267,0,
Xfinity internet wifi hotspot,Electronics,NonTV,"$20 a month Xfinity internet Wi-Fi hotspot works on laptop computers fire stick smart TV cell phones gaming systems and many more devices if interested please call or text me anytime and I'll explain the details of how it works

show contact info",Not specified,Indianapolis,US-IN,39.785100;-86.159500,"39.785100, -86.159500",7679771854,2023-10-23T09:25:59-0400,Craigslist,268,0,
Car Camcorder,Electronics,NonTV,New still in the box.HD-1080P/720 Car DVR Camera Video Recorder,new,Beech Grove,US-IN,39.678900;-86.130200,"39.678900, -86.130200",7690181252,2023-11-21T22:18:13-0500,Craigslist,269,0,
Pioneer pl51 turntable,Electronics,NonTV,"Rare pioneer pl51 turntable. Nice,fully working",Not specified,Indianapolis,US-IN,39.782100;-86.049500,"39.782100, -86.049500",7679870583,2023-10-23T13:05:22-0400,Craigslist,270,0,
Marantz 6150 turntable,Electronics,NonTV,Nice fully working marantz table. Vintage shure cartrige.,Not specified,Greenfield,US-IN,39.790200;-85.814100,"39.790200, -85.814100",7679869043,2023-10-23T13:02:38-0400,Craigslist,271,0,
Luxman turntable,Electronics,NonTV,Rare luxman PD277 turntable. Works need adjusting.,Not specified,Indianapolis,US-IN,39.782100;-86.049500,"39.782100, -86.049500",7679872050,2023-10-23T13:08:03-0400,Craigslist,272,0,
